page_id,page_text,conf_mean,lines_count,warnings,language,correction_stats,reading_order_stats
page_042,"42 sa á-ta-na-me-ú-ni u-ma a-ma-kam a-na ku-sí-im u-ta-ba-a dIM-GAL 10 GÍN KU.BABBAR u.K. li-d-na-ku-nu-tá-ma 10 Rs. ú ta'-a-ba-ma sa-<á>-qi-la'-u En-um-A-sùr a-na a-lá-ni á-pur i-tù-ra-ma / a-na-ku 15 a-ta-lá-kam /a-pu-tum a-ma-kam / lá tù-u-té-sa-a pu-ru-ni lá [ta]-a-kà=na AKT IV, 50 kt o/k 37 Fund-Nr.: AMM 166-37-64 Mus.-Nr.: Foto vertauscht Vs./Rs.! Anm.: Vs. 1 um-ma A-ta-na-ah-ma a-na I-ar-Ku-bi4 qi-bi4-ma na-á-pè-er-tám a kà-ri-im Kà-ni-i ú na-á-pé-ra-t-a a a-sé-er 5 a ki i-a-t na-á-a-t-ni na-á-pé-er-tám a kà-ri-im ú na-á-pé-ra-tí-a /té-zi-<ib>-ma-a-ma-tim a-ni-a-am lik-ta-na-kà-namsic 1 1/2 ma-na 4 1/2 GíN K∪.BABBAR me-eh-ra-tim a-dí-na-ku-um 10 a-ta Ku.BABBAR a-na -a-ma-tim tù-é-bi4-lá-am-ma a'-pu-tám NB: sfs. u.K. a-na-kam ú-dí-e a-na-kam-ma ú-na-hi-id-kà um-ma Rs. 15 a-na-ku-ma a ma-ma-an Ku.BABBAR 1 GíN lá ta-ma-ha-ar a-ta su-ba-tí a A-bi4-a-a ú me-er'-e um-mì-a-nim NB: nach Foto ta'-at-mì-qá-tí /tám-ta-he-er AKT IV NB: nach Foto! Vgl. Z. 20",0.982,54,,italian,,"{""processing_time"": 3.266334533691406e-05, ""elements_processed"": 54, ""columns_detected"": 1}"
page_043,"AKT IV NB: nach Foto ú i-a-tim si-ma-tí té-zi-<ib>-ma 20 a A-bi-a-a tal-qé qá-at-kà ma-ni-a-at A-ur ú I-ar-tum il5 a-bi4-a lu i-de8-a [1 1/]2 ma-na 4 1/2 GíN K∪.BABBAR me-eh-ra-tim a-dú-na-ku-um i-tí Kù.BABBAR a li-bi4-kà 25 1 1/2 ma-na i-té-na 2 ma-na 4 1/2 <GíN> K∪.BABBAR a li-bi4-k[à a-na] En-na-ma-A-ùr é-bi4-lam a-ta a-na Kà-ni-iki 1.S. e-ru-<ub>?-ma? a-na ma-lá té-er-ti-a NB: Vgl. Z. 7, 20 30 e-pu-u AKT IV, 51 kt o/k 59 Fund-Nr.: AMM 166-59-64 Mus.-Nr.: (nach) [101], [,132""]; Datum: a-na a ki-ma i-a-tí ú A-al-DU10 Vs. 1 a-na A-al-DU10 qú-bi-ma um-ma I-dí-Sú-en6-ma 1 tup-pu-um a 3 ma-na Ku.BABBAR ú sí-ib-<t>-u [101] a i-tù li-mì-im A-ur-na-da 5 DUMu 1-li-bi-na-ni 1 tup-pá-kà a 1/2 ma-na K.BABBAR ú sí-ib-tí-u [, 132""] a i-tù li-mì-im I-na-Sú-en6 DUMU Ku-ra-ra 1 tup-pá-am a 1/2 ma-na Ku.BABBAR a be-ú-lá-tí-kà 10 ù-kà-al / i-tù 20 a-na-tim qá-qá-ra-am / da-nam ta-as-ba-at-ma a-na-sú-ma á-ta-na-pá-ra-ku-ma lá Kù.BABBAR / a 1 tup-pì-kà 15 tù-é-ba-lam / ú-lá ma-tí-ma u.K. K∪.BABBAR 10 GíN ni-qí-a-am tù-é-bi-lam / ù ki-ma Rs. ni-qi-e-em é-bu-li-im a-ta tù-ni-e-ma 20 ta-wi-ni-tám /ta-á-ta-na-pá-ra-am 43",0.975,58,,italian,,"{""processing_time"": 4.8160552978515625e-05, ""elements_processed"": 58, ""columns_detected"": 1}"
page_044,"44 a-bi a-ta ki-ma tup-p-i ta-á-me-ú a-ma-lá tup-pì-a / Kù.BABBAR ú sú-ba-sú a tup-pì-kà a-na a ki-ma i-a-t 25 u-qúl-ma u-up-ra-ma tup-pi-kà a-<a> t`ù-[]a'-h[u]-zu-ni lu-é-er a-na a ki-m[a] i-[a]-tí qi-bi-ma [a]-ba-ú-a /be-lu-a / a-tù-nu [ih]-da-ma a-wi-lam / sa-ab-ta-ma 30 [Ku.BABBAR] ú sí-ba-sú a-á-qú-lá-u [ku-un]-kà-[ma é-bi-lá-nim] / u-ma o.K. [Kù.BABBAR] ¯s[a-qá-lá]-am lá [i-mu]-a / da-nu-tám 35 e-pá-a[l]-ku-nu / si-ku-u 1.S. kà-i-lá-ma Ébi-sú / a-ma-sú ìR-sú [a-i-mì]-im dí-na-ma / ú té-er-ták-nu li-li-kam [. . .]-za-u-ma a-wi-lam lu'-a-si-ha-am AKT IV, 52 kt o/k 61 Fund-Nr.: Mus.-Nr.: AMM 166-61-64 Vs. um-ma I-dí-Sú-en6-ma 1 a-na a ki-ma i-a-t ù Pá-pá / qi-bi-ma / a-na Pá-pá qú-bi-ma / 1 GíN KU.BABBAR té-ri-a-ni-ma /a-dí-na-ku-um 5 um-ma a-ta-ma 6 ma-na a-áp-tám na-ri-ib-tám tám a-da-na-ku-um SIG5 i-na pá-ni ha-ra-ni-a e-ri-i-kà / lá ta-ta-ad-nam u.K. 10 a-hu-ú-a /a-tù-nu Rs. a-áp-tám / da-mì-iq-tám li-d-na-ku-nu-t-ma i-tí / a-áp-tim a Ir-bi-dIM i-da-na-ku-nu-t-ni 15 du-ur-kà--ma AKT IV",0.965,54,,italian,,"{""processing_time"": 4.7206878662109375e-05, ""elements_processed"": 54, ""columns_detected"": 1}"
page_045,"AKT IV ú dUTu-tap-pá-i /ar-hi-i tur4-da-ni-ma /a-na-kam nu-a-um / lu-a-bi-i a-hu-ú-a /a-tù-nu 20 [lá] ta-a-lá-tá / a-sú-ri 1.S. a-na-kam nu-a-um li-bi4-i [e] ú-a-am-ri-is a-pu-tum ih-da AKT IV, 53 kt o/k 86 Fund-Nr.: AMM 166-86-64 Mus.-Nr.: 14-23: Albayrak, 3. Kayseri Sempozyumu 40A.22; um-ma I-dí-Sú-en6-ma Vs. 1 a-na a ki-ma i-a-tí ú Ir-bi4-dIM a-na Ir-bi-dM qú-bi-ma a-hi a-ta / a 20 ma-na si-ra-am e-zi-ba-<ku>-um /um-ma a-na-ku-ma 5 a-na -mì-im dí-i-ma / a-[ni]-tám da-<mì>-iq-tám na-bu-tám li-qé-ma / a-dá / a-lá-kà-ni li-ib-í / a-ha-ma 4 1/2 GíN Kù.BABBAR / tí-ri-e / a-dí-na-ku-um 10 À.BA 10 ma-na a-áp-tám ta-dú-nam i-nu-mì-u 6 ma-na.TA u.K. i-zi-iz a-ta lá tá-de8-e / K∪.BABBAR ú si-ru-um / a nu-wa-e-ni 15 Rs. a-hi a-ta / u-ma / si-ru-um ta-ad-na-at / ma-lá / i-ma-am ta-al-qé-ú-ni / a-ta ú a ki-ma / i-a-tí / a-áp-tám sà-ni-qá-ma / ku-un-kà-ma 20 dIM-tap-pá-ì / i-tí / a-li-ki pá-ni-im-ma <<pa-ni-im-ma>> tá-hi-a-u-ma li-li-kam a-na-kam / nu-a-um da-me-a / lá i-a-tí ú u-ma / s-ra-am a-dí-ni / lá ta-dí-45",0.97,50,,italian,,"{""processing_time"": 2.9802322387695312e-05, ""elements_processed"": 50, ""columns_detected"": 1}"
page_046,"46 me-eh-ra-tim / a si-ri-im 25 ú KU.BABBAR / a-ta i-na ra-<mì>-ni-kà / a-áp-tám o.K. sé-bi-lam-ma / gi-mì-lam i-sé-ri-a / u-ku-un / ú a-na-ku 1.S. a-wi-ilz gi-mì-li-im ga-ma-al-kà 30 a-le-e AKT IV, 54 Fund-Nr.: kt o/k 103 Mus.-Nr.: AMM 166-103-64 Vs. [a-na] ¯ál-ma-A-ur / A-tù-ma-an 1 [Ir]-bi-dIM / E-na-A-ur qi-bi-ma / um-ma I-di-Sú-en6-ma a-na Ir-bi-IM qú-bi4-ma a-hi a-ta 4 1/2 GíN Ku.BABBAR 5 t-ri-e /i-nu-mù A-ra-mu-wa ta-s-ú-ni a-d-na-ku-ma a-na a-wi-ri-im a ta-qí-u-si -ni [tù]-ra-dí-ma 6 ma-na.TA [a]-áp-tám / pí-kà ta-dú-nam 10 [sÀ].BA 10 ma-na a-áp-tám...] a-ri-k`à-ni. . .]-x / a-hi a-ta u.K. [i-na a]-áp-tá-a [10] ma-na a-áp-tám 15 Rs. [d]a-mì-iq-tám [a]-na a ki-ma i-a-tí [d]-in-ma ku-un-kà-ma [é]-bi-lá-nim / a-na a ki-ma i-a-tí / q-bi-ma 20 a-hu-ú-a /a-tù-nu ih-da-ma / a-áp-tám a-dí-na-u-ma / ku-un-kà-ma a-na Su-I-ha-ra [u] u-Ku-bi-im di-na-ma 25 AKT IV",0.969,52,,italian,,"{""processing_time"": 4.7206878662109375e-05, ""elements_processed"": 52, ""columns_detected"": 1}"
page_047,"AKT IV [lu-ub]-lu-nim-ma a-na nu-a-im [¯a] [ha]-bu-lá-ku-ni [¯a-pá]-sú / lá-dí-in [a-hu]−ú-α /a-tù-nu o.K. [gi]-mì-lam / i-sé-ri-a 30 [¯]u-uk-na [a-na] ál-ma-A-ur qi-bi-[ma] 1.S. (Rest abgebr.) AKT IV, 55 kt o/k 111 Fund-Nr.: AMM 166-111-64 Mus.-Nr.: [um]-ma I-d[ú-Sú]-en6-ma Vs. 1 [a]-na a ki-ma / i-a-tí ù Ir-bi-dIM / a-na [Ir]-bi-IM / qi-bi-ma [a-hi] a-ta / a 20 ma-na 5 [si-r]a-am IGI A-bi-a-a [E-na]-n[a]-tim ú Púzur-A-bi-ih [e-zi-]-ba-ku-u[m] / a-ha-ma 4 <1/2> GíN [K∪.BABBAR] tá-ri-[e] a-dí-na-ku-um-ma [a-n]a a-wi-ri-im / a a-na 10 A-ra-mu-wa ta-qí-u-ni tù-ra-dí ù é-ni-u [x]-ni-na / a sí-ni-qi? -tim ki-ma [x] GÍN Ku.BABBAR a-dá-na−[ku-u]m / i-na u.K. 15 ba-áb [ha]-ra-ni-a [a]-ta-[wa-ku-um / um-ma Rs. [a]−-n[a]-ku-ma / si-ra-am [ki]-m[a] ta-le-ú-ni tim [a]−n[a] ¯[a]-áp-tim SIG5 20 [dí-in-ma gi]-im-lá-ni [a-na si-ri-im] a nu-a-e-em [tup-pi] a-dí ma-lá / ú é-ni-u [á-pu-ra-ku]-ma / a-ta / mì-ma-a-ma [ú-lá ta-á-pu]-ra-am 25 47",0.967,53,,italian,,"{""processing_time"": 3.1948089599609375e-05, ""elements_processed"": 53, ""columns_detected"": 1}"
page_048,"48 [a]-hi a-t[a] u-ma s-ra-am a-na []-mì-im [ta]-tú-dí-in []-ma-[am] ma-lá / ta-al-qé-ú-ni [a]-n[a a] ki-ma i-a-tí [dí-in]−-m[a] ú na-ru-qam 30.. .]-a-tum o.K.. . . t]a-ra-ma...]-tim.. .] x-ta-ra-ki-im 1.S. (Rest abgebr.) AKT IV, 56 Fund-Nr.: kt o/k 100-64 Mus.-Nr.: AMM 166-100-64 Vs. 1 um-ma I-dí-Sú-en6-ma a-na a-ki-ma / i-a-tí ú Ku-lá a-na Ku-lá qí-bi4-ma / 2 GíN K∪.BABBAR a-na a-áp-tim a-a-mì-im / a-d-na-ku-um 5 um-ma a-na-ku-ma a-a-ma i-tá a-li-ki-im pá-nim-ma sé-bi4-lam / a-ta / mì-ma lá tù-u-té-bi-lam i-na 10 a-da-aq-dí / a-na-kam as-ba-at-kà-ma um-ma a-ta-ma / mì-ma a-áp-tám lá ub-lam 3 GÍN K∪.BABBAR a-da-na-ku-um ú ta-[at]-be-[ma] i-na lá i-da-i-a u.K. 15 ta'-ta-lá-ak / Kù.BABBARpi i-tù 3 a-na-tim Rs. a-dí u4-mì-im a-nim ta-ma-kà-ar a-hi a-ta K∪.BABBAR ú í-a-ma-tí-u 20 sa-ba-at-ma / lu Ku.BABBAR lu a-áp-tám a-na a ki-ma i-a-tí / d-in-ma ku-un-kà-ma é-bi4-lá-nim AKT IV",0.969,52,,italian,,"{""processing_time"": 4.4345855712890625e-05, ""elements_processed"": 52, ""columns_detected"": 1}"
page_049,"AKT IV a-na a ki-ma / i-a-tí qi-bi4-ma 25 a-hu-ú-a /a-tù-nu ih-da-ma Ku-lá / sa-áb-ta-ma KU.BABBAR ú ú-a-ma-tí-u sa-á-qi-lá-u-ma sé-bi4-lá-nim ih-da 30 o.K. pá-at-ra-am a A-ur ku-nu-ki-a /A-nu-nu 1.S. na- a-ma-kam ma-ah-ri-ku-nu a-na A-ùr-be-el-a-wa-tim 35 ìR A-nu-nu / li-di-u-um AKT IV, 57 kt o/k 101-64 Fund-Nr.: AMM 166-101-64 Mus.-Nr.: [Ir]-bi-dIM / a-na Vs. 1 [I-d]i-Sú-en6 is-ba-at-ni-a-tí-ma [um]-m[a] Ir-bi-dIM-ma e-li-tám / a ku-ta-ni a Su-Ku-bi-im / a-hi-kà 5 a i-li-<bi>-a /ta-as-ta-bu-tù-ma si-bé-e /ta-á-ku-na-ni i-na na-á-pé-er-tim NB: nach Foto a A-ni-zi / um-mì-kà i-lá-kà-ni a-ma-lá 10 [n]a-á-pé-er-tí-a u.K. [a]-ar / tù-a-hu-zu-ni Rs. e-li-tám a Su-Ku-bi-im [u]-a-ar / -bu [¯]a ta-á-ku-na-ni 15 ú-ku-u / um-ma I-dí-Sú-en6-ma [a]-m[a] / a-wi-lu / a-ni-ú-tim [i-bu]−tí ú i-nu-mì / na-á-pé-er-tim NB: nach Foto []a A-ni-zi um-mì-a / ma-ma-an [qá]-tí-kà ú-ba-lá-ηi 20 [a-ma]-lá / na-á-pé-er-ti-a (Ras.) 49",0.972,53,,italian,,"{""processing_time"": 4.5299530029296875e-05, ""elements_processed"": 53, ""columns_detected"": 1}"
page_050,"50 [e-li-tám] a ku-ta-ni o.K. [¯a Su-Ku-bi-im a]-hi-a [ú-a-ar] a-ma-lá [x x x] li-li-kam [x x] 1.S. 25 [x x x x]−ni é-[x x] (Rest abgebr.) AKT IV, 58 kt o/k 62 Fund-Nr.: Mus.-Nr.: AMM 166-62-64 Lit.: 11-15: Albayrak, Diss. 55; Vs. a-na En-um-[A-ùr] 1 qí-bi-ma um-ma I-[dí-A-s]ùr-ma mì-u a ta-á-pu-ra-ni um-ma a-ta-ma URUDU a i-n[a] É kà-ri-im qá-tí / tal-qé-ú 5 2 me-at URuDU a sú-hu-pì al-qé 3 me-at í-pá-tim sál-u-um mì-i-lá a-dú-í-na ú 10 ma-na URUDU iq-bu-sú-ni 10 í-im-ú-na 1 me-at 30 uRUDU SUNIGIN 3 me-at 30 URUDU SÀ.BA 40 ma-na URUDU SIG5 u.K. ki-ma me-at 20 uRuDU qá-at-kà a-É kà-ri-im 15 a-dí-i 3 ma-na AN.NA Rs. ki-ma 90 ma-na URuDU qá-at-kà-ma a-dí-i 60 ma-na URuDu a-na u-li a-dí-in um-ma u-ut-ma i-na URUDU a É kà-ri-im 20 a sú-hu-pì lá-qá-am qá-bi-a-ku 30 ma-na URUDU a-na qá-tí-kà a-dí-in i-tí uRudui-kà 30 ma-na i-li-bi-a 68 TúG ku-ta-ni 25 qá-at-kà a-É kà-ri-im a-dí-i 9 GíN.TA AKT IV",0.967,54,,italian,,"{""processing_time"": 4.124641418457031e-05, ""elements_processed"": 54, ""columns_detected"": 1}"
page_051,"AKT IV 10 ma-na 12 GíN Ku.BABBAR-u' im-nu 1/2 ma-na.TA Ku.BABBAR i-tap-ku-ma 1/2 ma-na Ku.BABBAR a-dí-i 1.S. 30 a-bi a-ta té-er-ta-kà li-li-kam Ku.BABBAR a-na-kam a-ar lá-qá-im lá-al-qé AKT IV, 59 Fund-Nr.: kt o/k 67 Mus.-Nr.: AMM 166-67-64 Lit.: Albayrak, Diss. 53f.; 3-10: Albayrak, ArAn 6, 2; Dercksen, MOSSt 4, A.531; Vs. 1 um-ma I-ku-pì-a-ma a-na [. ..]-A-ur qí-bi-ma a-ma-lá té-e[r]-tú-kà a-na 5 É kà-ri-im né-ru-ub=ma tup-pu-e u.K. a kà-ri-im Rs. né-mu-ur-ma u-um-kà mì-ma lá lá-pì-it i-re-e15 10 ni-kà-si-u 1 1/2 <GíN>? En-um-A-ur a-ma-kam mu-tí-[x x]-e-[x] AKT IV, 60 Fund-Nr.: kt o/k 69 Mus.-Nr.: AMM 166-69-64 um-ma Puzur4-A-ur-[ma] Vs. 1 a-na u-A-nim q[i]-bi-ma [x ma-n]a Ku.BABBAR [sa-ru-pá]-am 5 u.K. a-u-mì I-dú-A-ur a-dí-na-ku-um 51",0.978,52,,italian,,"{""processing_time"": 3.4809112548828125e-05, ""elements_processed"": 52, ""columns_detected"": 1}"
page_052,"52 a-ma-kam a-na Rs. a ki-ma u-a-t K[U.BAB]BAR dí-in 10 AKT IV, 61 Fund-Nr.: kt o/k 71 Mus.-Nr.: AMM 166-71-64 Vs. 1 a-na A-tù-ma-an E-na-A-ùr En-um-A-sùr ú dUTU-sIPA qú-bi4-ma a-na A-tù-ma-an ù E-na-A-sùr 5 qí-bi-ma um-ma u-Ku-bu-um-ma 20 GU 10 ma-na URUDU SIG5 1/3 ma-na KU.BABBAR ku-nu-ki-a En-um-A-ùr 10 ú dUTU-SIPA na-á-u.K. a-hu--a a-tù-nu a-ma-kam Rs. i-a-ha-tú-u-nu 15 i-zi-za-ma pá-ra-kà-num li-qé-a-ma ku-nu-ki-ku-nu li-ni-<i>-ú-ni a-hu-ú-a a-tù-nu 20 gi-mì-lam i-sé-ri-a u-uk-na ú a-na-ku a-wa-at-ku-nu a-a-me-e AKT IV, 62 kt o/k 77 Fund-Nr.: AMM 166-77-64 Mus.-Nr.: 4-5, 12-17: Albayrak, 4. Kayseri Semposionu; Lit.: AKT IV",0.981,51,,italian,,"{""processing_time"": 3.0040740966796875e-05, ""elements_processed"": 51, ""columns_detected"": 1}"
page_053,"AKT IV Vs. um-ma En-um-A-ur-ma 1 a-na Ku-na-ni-a qú-bi-ma ha-ra-ni a-dí / 5 u4-me-e a-ma-kam wa-á-ba-ni / a-na Kù.BABBAR 5 5 GíN <a> tù-ùh-ta-bi4-li-ni u.K. lá ta-ra-i-i ni-lá-kam-ma Rs. nu-a-ba' /a-lá-nu-ki 10 ma-ma-an / lá ni-u Ébe-tám tup-pè-e a-s-ri-i 15 lá ta-ha-dí-ri sú-ha-ra-am lá tù-mì-qá-at-ki o.K. [lu?]-bi4-il5-m[a] 1.S. a-dí / e-ni-ni 20 t[a]-me-ri-n[i] a-na-<kam> ú-sà-he-er-ma AKT IV, 63 kt o/k 79 Fund-Nr.: AMM 166-79-64 Mus.-Nr.: a-na A-tù-ma-<an> qi-bi4-ma 1 Vs. um-ma í-ma-at-A-sùr-ma sa i-tí / a-hu-a-tá-u-nu i-za-ni-ú-ni a-t tù-ri-ma / i-za-ni-ú 5 mì-nam e-pu-u-kà-ma i-tù / tù-sú-ni i-tù 10 a-na-tim u.K. u-mì-ma lá ta-za-kàr i-na Ébe4-et 10 Rs. ra-mì-ni-a u-ba-ku-ma 53",0.966,56,,italian,,"{""processing_time"": 4.982948303222656e-05, ""elements_processed"": 56, ""columns_detected"": 1}"
page_054,"54 li-ba-kà / tù-lá-ma-nam a-hi a-ta i-na Kù.BABBAR 1 GíN á-ra-ni-ma IGI A-ùr ì-lá-a / lá-ak-ru-ba-kum 15 AKT IV, 64 Fund-Nr.: kt o/k 84 Mus.-Nr.: AMM 166-84-64 Vs. 1 a-na A-zu-ul-kà A-tù-ma-an u-Ku-bi4-im ù Itar-il5-u qú-bi4-ma um-ma En-um-A-ùr-ma 4 na-ru-uq 2 kà-ar-pát 5 ar-[a-tim] a i-a-tá ú Ma-nu-ki-A-ùr u-ma Kà-sú-ú /a-bu-u i-lá-qé 2 na-ru-uq kà-ar-pá-at GIG 10 d-na-u-ma u.K. ig-ri / e-ri-q 3 GÍN K∪.BABBAR a-dí-in Rs. 1 1/2 GíN K∪.BABBAR Kà-zu-ú 15 lú-d-na-ku-nu-ti 1 na-ru-uq a-áp-tám ú 2 na-ru-uq kà-ar-pá-at ar-a-t a-na sí-mì-im dí-na-ma i-im ar-a-tí ú a-áp-tim Itar-il5-u 20 li-il5-qé 1 GÍN KU.BABBAR ¯u-Ku-bu-um li-il5-qé 2 1/4 GÍN Ku.BABBAR a-na En-u[m]-A-ùr d[í-n]a sí-tí K.BABBAR ma-lá Itar-il5-u 1.S. 25 i-lá-qé- té-er-ta-ku-nu li-li-kam AKT IV",0.974,49,,italian,,"{""processing_time"": 3.24249267578125e-05, ""elements_processed"": 49, ""columns_detected"": 1}"
page_055,"AKT IV AKT IV, 65 kt o/k 93 Fund-Nr.: AMM 166-93-64 Mus.-Nr.: a-na A-bi4-a-a ù / A-ùr-ba-ni Vs. 1 qí-bi-ma um-ma A-pì-il5-ke-<en6>-ma 6 1/4 GíN KU.BABBAR a li-bi-u! i-tí pá-ni-e-ma a-li-ki-im a-na A-tù li-ik-u-da-ni 5 ú ih-da-ma KU.BABBAR 3 GíN A-bu-a-lim sa-d-na-ma a-na a-limki i-tí a li-−[b]i4]-ku-nu-ma u.K. 10 Rs. li-ik-u-da-ni AKT IV, 66 kt o/k 97 Fund-Nr.: AMM 166-97-64 Mus.-Nr.: a-na A-ta-a ú A-ùr-ma-lik 1 Vs. qi-bi-ma / um-ma DAM.QARru-ma a-hu-ú-a / be-lu-a a-tùnu / a-dí a a-bi-i É.GALlúm /ú-kà-lu-ú 5 lu a-wa-tum / qú-u[r]-ba lu a-wa-tum da-na-ma NB: Lesung nach Foto ma ta-da-ga-lá-ma u? wa?-u-ur / a-b[i]-a lá [i-ba]-í / i-na a-wa-tim 10 i-té-et [a] dam-qá-at-ni uz-ni pí-té-a-ma Rs. a-ar ma-lá-ki-im mì-ilz-kà-ni-ma a-na u4-mì-im / wa-ar-ki-i 15 lu a-hu-ku-nu / a-na-ku a-hu-ú-a /be-lu-a /a-tù-nu 55",0.977,53,,italian,,"{""processing_time"": 3.0994415283203125e-05, ""elements_processed"": 53, ""columns_detected"": 1}"
page_056,"56 ki-ma / tup-pí-i ta-á-me-a-ni /a-wa-tám 20 i-te-et / a ki-ma i-lu-ku-ú / sa-áb-ta-ma u-up-ra-nim-ma /a-na-kam té-mì-i / lu sa-áb-ta-am be-lu-a /a-tù-nu /u-ma-ma 25 i-lá-ak-ma / qá-de8 -e a-bi-a-ma / ú a-na-ku lá ah-li-iq-ma 1.S. ma ku-nu-tí / dam-qá-ku-nu-tí lu-i-ib wa-ra-ad NB: sfs./Koll. 30 a-bi-a / lá a-qú-a-áp / u-id ma-ma-an lá pá-ar-kà-ku AKT IV, 67 kt o/k 112 Fund-Nr.: AMM 166-112-64 Mus.-Nr.: U. vertauscht Vs./Rs.; Foto in Ordnung! Anm.: Vs.! a-na A-al-DU10 / A-ùr-e-nam 1 dNIN.UBUR-ba-ni ù Dan-A-ur a-na A-al-DU10 NB: letztes Zeichen ? qí-bi-ma / um-[ma] A-ni-a-dí 5 ú I-dí-Sú-en-ma 2 tup-pì-kà... x] ma-na Ku.BABBAR.. .] tup-pà-kà... K]U.BABBAR.. .] nu-kà-al.. . ]-n[a]-tim ma-tí-ma 10...]-lam...]-ku (Rest Vs.- Anfang Rs. abgebr.) Rs.!...]-im / a i-tù 1'...]-na-tim sa-ba-at-ma...] a-na a ki-ma ni-a-tí [u-qu]-ul-ma ku-un-kà-ma é-bi4-lam 5'[a]-na a ki-ma i-a-tí [qi-bi4]-ma /a-hu-ú-a /a-tu-nu AKT IV",0.971,55,,italian,,"{""processing_time"": 3.337860107421875e-05, ""elements_processed"": 55, ""columns_detected"": 1}"
page_057,"AKT IV [a-pu]-tum / ih-da-ma Ku.BABBAR [s]í-ba-sú / sa-á-qi-lá-u-ma [i-t] A-sur-e-nam ú Dan-A-ùr 10'[é-bi4]-la-nim / u-ma Kù.BABBAR o.K. [ a-qá]-lá-am / i-mu-a [x x x x x x] / té-er-ták-nu li-li-kam-ma /ú a-na-ku 1.S. ra'-bi4-a-am / la [. . .. . .] tup-pí-[u . . . AKT IV, 68 Fund-Nr.: kt o/k 116 Mus.-Nr.: AMM 166-116-64 Vs. 1 a-na An'-tù-ma-an qú-bi4-[ma] um-ma DINGIR-ba-ni-ma 3 ma-ki e -tí-ú-tim A-hu-wa-a-a /na-á-a-ku 5 2 ma-ki a e-tù-dim A-hu-wa-a-a / na-á-a-ku [a]-ma-kam lu ba-i-[. . . (Rest abgebr.) AKT IV, 69 kt o/k 132 Fund-Nr.: AMM 166-132-64 Mus.-Nr.: um-ma Su-li-ma a-na 1 Vs. Lá-qé-pí-im qí-bi-ma mì-u a á-ta-na-me-<ú>-ni-ma a-na lá a-wi-lim i-na e-ni'-kà 5 sa-ak-na-ku-ni i-tí A-ur ù i-li-a e ta-at-ba-al-mah!? a-ba-am ùum-ma-am lá tí-deg-ma a-na-ku ú-ra-bi-kà 10 57",0.973,49,,italian,,"{""processing_time"": 2.9802322387695312e-05, ""elements_processed"": 49, ""columns_detected"": 1}"
page_058,"58 a-na-ku' e'-né-en u.K. ú-a-ar-si-ú-kà Rs. ù ma-za-za-am SIG5 / a i-sé-ri-kà 15 SIG5 u-ta-sí-ma a-ta é-tù-tí tal-té-qé ù a-ba-e a-nu-ú-tim lá ta-ar-dí- ú ma-lá Ah-a-lim lá am-ta-sà-ku-um 20 i-li / li-i-a-al-kà i[]-tù-ma i-sé-ri-a lá ta-ma-ku-ni /er-ba-ma i-tí-a zu-ku-ma ú me-ra-kà sa-ba-at o.K. 25 a-ar li-bi-kà / a-l[ik] 1.S. a-pu-tum i-tí a-bi4-il5 tup-pì-im e ta-li-ik NB: AKT anders lá me-er-i a-ta AKT IV, 70 kt o/k 156 Fund-Nr.: Mus.-Nr.: AMM 166-156-64 Vs. a-na Ma-nu-ki-A-ùr 1 qí-bi-ma / um-ma A-sùr-ma-lik-ma a-u-mì a-wa-tim sa u-Itar e-ta-wa-ku 5 mì-ma li-ba-kà lá i-pá-ri-id u.K. a-ma-kam i-na li-bi-kà Rs. i-ta-lá-ak-ma 10 a-ar dam-qá-ku-ni e-pu-u ki-ma ¯u-Itar me-ra-kà-ni AKT IV",0.975,52,,italian,,"{""processing_time"": 0.0029687881469726562, ""elements_processed"": 52, ""columns_detected"": 1}"
page_059,"AKT IV ú i-a-ú-um 15 a-hi a-bi4 a-ta o.K. be-lí a-ta a-té-er-t-a 1.S. i-hi-id AKT IV, 71 Fund-Nr.: kt o/k 205 Mus.-Nr.: AMM 166-198-64 [a-na ¯Su]-Be-lim dUTU-DU10 Vs. 1.. .]-mì-il5 ú En-um-A-[ur] [qi]-bí-ma um-ma A-al-DU10-ma a-na En-um-A-ur qí-bi4-ma [a]-na é-pé-e-a / ta-am-ta-qu-ut 5 um-ma a-ta-ma / a-hi a-ta be-lí a-ta / 5 GíN K∪.BABBAR tá-re-e / ik-ri-be-e a A-ur / a-dí-na-kum um-ma a-ta-ma a-na 10 1[Tu?.KAM] 10 NB: Fehlt nichts? i-tù Ku-a-ra [.. . NB: Fehlt nichts? ú-ul i-tù [... u.K ¯Sa-mu-ha [lu-é-bi4-lá-kum] u-ma lá [u-té-bi4-lá-kum] su-ta-u-[. . . 15 (3 Zeile abgebr.) 1.S. [a-na En-um]-A-ur qi-bi4-ma...] x qá-tí-ni. . . ]-t[a]-ma-ar 59",0.971,43,,italian,,"{""processing_time"": 7.677078247070312e-05, ""elements_processed"": 43, ""columns_detected"": 1}"
