pdf_name,page_no,akkadian_text,translation,confidence,status
NABU (missing 1999 no.2).pdf,1029,"[md]rEN.LíL-MU-DU a mba-la-tu a-na É Ni.GA
[áTE]N.LíL mah-ru-'itiBÁR U4 23 KAM
MU 36 KAM ma-tah-á-as-su LUGAL KUR.KUR
(sealimpressions)
naKISIB
mdMA-MU
ACEGF4
o*
36 (of) Artaxerxes King of Lands.
Seal of Ninurta-iddina ; seal of Ellil-ittannu.
bear the titlelúUMBISAGmes
described as < in charge of the rent ».
NBC 6157 (Nippur, 30.IX.430/29 B.C.)
[ù] rm1 ba-la-tu DUMUmes a mdé-a-TIN-su
Y","4.
5.
6.
R.
7.
8.
Translation
Remarks
1.
2.
3.",0.6066,OK
Harris_1955_JCS9_Sin_Temple_both_parts (1).pdf,38,"29 (Kh. 1935, 56)
(1) 5 E GUR E HAR.RA SAGT (2) 1
GUR-um 1 (PI) 40 (SILA) TA (3) MA.BI
ú-§a-ab (4) KI en-um (5) mIm-gur-dEN.ZU (6)
DUMU Na-bi-i-li-u (7) ù dEN.ZU-mu-a-lim (8)
DUMU dEN.ZU-i-din-nam (9) §à Ne-ri-ib-tumK1
(lo. e.) (10) U.BA.AN.TI.E (rev.) (11) a-na
UD.EBUR.E (12) i-ma-da-ad (13) IGI Ri-
im-dA-a DAM.GÄR (14) IGI I-lh-ih-nu-ú (15)
IGI Ma-um A.TAM (16) IGI Nu-ri-ia I
(space) (17) MU Ha-am-mi-du-u-úr (18) GI.-
30 (Kh, 1935, 57)
(1) 8 SE GUR SE HAR.RA SAG (2) Sà E
dE¯.KI (3) KI dEN.ZU (4) mMa-um DUMU
Pa-la-dTipak A.TAM (5) SU.BA.AN TI (6)
1 GUR-um 1 (PI) 40 (SILÅ) TA (7) MAS.rBI7
ú-sa-ab (8) a-na UD.EBUR.§E (rev.) (9) i-ma-
da-5adT (10) IGI dEN.ZU-i-din-nam (11) DUMU
¯Su-mi-a-hi-ia (12) mLU-aE¯S.KI (13) DUMU
É-a-mu-ba-li-it (14) mUr-dIM-ra (15) DUMU
Na-sá (16) MU Ta-ta-nu-um (u. E.) (17) i-ru-
31 (Kh. 1935, 58)
(1) 5 E GUR E HAR.RA (2) 1 GUR-um
1 (PI) 40 (SILA) TA (3) MA.BI ú-sa-ab (4)
KI EN (5) En-num-dEN.ZU (6) DUMU [Pa-
za-ab-ga (7) à Du6-dubK1 (8) U.BA.AN.TI
(rev.) (9) a-na UD.EBUR.E (10) i-ma-da-ad
(11) IGI Ur-dIM-ra (12) DUMU Na-sá (13)
IGI Ma-an-ti-nu-um (14) DUMU ar-ri-ia (15)
IGI A-píl-Ku-bi (16) DUMU Hu-la-lum (1. E.)
(17) MU [A-an-qí]-im-DINGIR GI.GU.ZA
32 (Kh. 1935, 63)
(1) 2 SE GUR E HAR.[RA] (2) 1 GUR 1
(PI) 40 (SILA) TA (3) MA.BI ú-sa-ab (4)
rKI7 EN (rest destr.) (rev.) (beg. destr.) (x + 1)
mA-bu-hu-um UKU.U§ (2) mSu-mu-ta-mar (3)
MU mi-a-ra-am A-bi-ma-dar (u. e.) i§-ku-nu
33 (Kh. 1935, 64)
(1) 46 GUR E (2) hu-bu-ta-tum (3) KI EN
(4) a-um dIM-za-ak-tim (5) mI-ku-pí-ia5 (6)
i-na BAD-Ri-mu (rev.) (7) im-hu-ur (8) IGI
dUTU-na-i-ir (9) mI-din-É-a (10) ù (sic) Li-
34 (Kh. 1935, 66)
(1) 10 SE GUR SE HAR.RA SAGxDU (2)
É dE.KI (3)KI dEN.ZU (4) mI-l-ki-it-ti","JOURNaL OF CUnEifoRM STUDIES, VoL. 9 (1955)
GU.ZA i-ba-[tu]
ba-am
i-ba-tu
pí-it-dEn-líl",0.4374,OK
"AKT 3, 1995.pdf",189,"Abila informiert die Adressaten über die Absendung zweier größerer und zweier kleinerer, als „Sendungen"" (Jêl.""ilLum) bezeichneter Silberposten für seine eigene Tochter und die des Ennum-Assur und gibt Anweisungen, wie mit dem Silber zu verfahren sei.
Vs. 1 a-na Id-na-a La-qé-ep Pz lâ-ah-A-sir i Ib-ni-l: qi-bi-ma um-ma A-bi-lâ-ma 16 ma-na a 6 GIN KÙ.BABBAR ku-nu-ki-a 5 16 GIN sa-du-a-su ia A-li-li a-na A-sir-UTU1` âp-qs--id a-ma-kam KÙ.BABBAR i sa-du-a-su sa ki-ma A-li-li li-i15-qe 5 1/2 ma-na KÙ.BABBAR i-a-um 10 a-na A-sir-dUTUgs a-s:-a-m[a-tim] a-diin ba-âbnépi-.ii[m] a-na A-sir-UTU1= KISIB DAM.QAR lâ-pz it a-na Id-na-a is Lâ-qé-ep qi-bi-ma 15 KÙ.BABBAR li-qi -a-ma / ris-ti-ku-ne li-bi-i: is té-er-ta-[ku-nu] li-li-kam u. K. 5 GiN KÙ.BABBAR ku-nu-ku-a a-na Ta-ta-a Rs. 20 me-er-<i>-ti-a 3 GfN KÙ.BABBAR ku-n[u-ki-a] a-na S a-zu-a DUMU.SAL En-nam-A-sir ii-bu-ld-tim a-na A-sùr-UTU1` âp-qi id a-ma-kam ii-bu-lâ-tim 25 li-qi -a-ma sa a-na a-r limkl i-li-ku a-na a-li-ki-im di-na-ma sé-bu-lâ-tim","soll, Schulden des Pilah-Assur zu begleichen (ezibum, weil dies erst nach dessen Abreise (Z. 27) geschehen kann). lâ muß als Wortnegation zu dem folgenden Mt erklärt werden, aber welche Person ist gemeint?",0.9000,OK
NABU (missing 1999 no.2) (1).pdf,1705,"royal père lorsqu'ils appelaient leur nourrice. Cela signifie par conséquent que cette esclave changea de nom
lorsqu'elle donna naissance à un fils de son maitre; ce nouveau nom ne la qualifiait pas en elle-même, il ne
faisait que souligner le lien entre le père et son enfant. On voit donc une fois de plus combien certains aspects
des grandes demeures paléo-babyloniennes sont en phase avec des réalités palatiales: on a là des reflets de
3) L'énumération des villes dans le prologue du < Code de Hammurabi > - L'ordre dans lequel les villes
sont énumérées dans le prologue du < Code de Hammurabi > a donné lieu à de nombreux commentaires. Le
principal traitement récent est celui de V. A. Hurowitz, Inu Anum sirum. Literary Structures in the Non-
Juridical Sections of Codex Hammurabi, OPSNKF 15, Philadelphie, I994, p. 74-89. Selon cet auteur, on peut
distinguer quatre ensembles. Le premier groupe (sept villes) est dénommé par lui < theological heptad >, car il
est clairement de nature religieuse. Y sont successivement énumérées Nippur, Eridu, Babylone, c'est-à-dire les
villes des divinités majeures que sont Enlil, Ea et Marduk; les quatre autres villes vouées aux divinités
astrales, à savoir Ur (Sin), Sippar (ama§), Larsa (ama) et Uruk (An et Etar). Le principe de regroupement des
dix-huit autres villes serait plutôt de nature géographique. Le deuxième ensemble forme une sorte de cercle en
Babylonie centrale: il commence à Isin, puis va au nord (Ki et Kutha), se dirige vers I'ouest (Borsippa), puis
Selon V. Hurowitz, le troisième ensemble regroupe des villes de la < périphérie orientale » (p. 75): il
commence à Laga-Girsu, passe par Zabalam, Karkar, Adab et Makan-åpir, avant de terminer à Malgium. II
avait raison, mais on peut désormais comprendre la logique de ce regroupement. P. Steinkeller, dans son étude
récente < New Light on the Hydrology and Topography of Southern Babylonia in the Third Millennium >, ZA","-Malgiur
Makan-Sapir
Idikl
Kes
igre
Nippur
Isin
Kisurra
S
U
Uruk
ville cilée dans le Prologue
localisalion hypothelique
tracé supposé des anciens cours
du Tigre, de I'Euphrale el des
principaux canaux",0.4555,OK
NABU (missing 1999 no.2) (1).pdf,1705,"91, 2001, p. 22-84, a en effet démontré de manière convaincante que le cours d'eau qui était jusqu'à présent","Dominique CHARPIN (3-12-2002)
Der
Tigre
Adab
Karkar
Zabalam
Inurungal
Girsu
Umma
N
Laga
E
R
Bad-libira
Kulalla
Larsa
Ur
Eridu",0.3510,OK
PRU 3 text.pdf,133,"Type 3/2 : don(-nomination), don du bénéficiaire à un de ses fils. Arhalbu.
i-tu qúmi an-ni-im
lar-hal-ba mâr niq-maladu
sàr alu-ga-ri-itk
it-ta-si bi# lia-sí-ra-na mâr hu-sa-na
i eqil : labdi-an-ti mâr su-wa-an-da-na
ù eqil : si-ip-pi-ri
i eyil : ka-an-na-bi-ya
A dater d'aujourd'hui,
Arhalbu, fils de Niqmadu,
roi d'Ugarit,
a produit la maison de Yasiranu, fils de Husânu,
et la terre (de) Abdianti, fils de uwandanu,
et la terre (dite) Sippiru
et la terre (dite) Kannabiya","Type 3 : don(-nomination). Arhalbu (?).
i]−n]a alul-l[a-mi
u id-din-su
a·na labdidi mâr[abdihnergal|
5' i a-na måriM-s[u
a-na da-ri du-r[i]
ma-am-ma-an la i-[laqqi
i-tu gåtii labdi di
u is-tu qâti"" [mâriM-u
10'ú 10 kaspa i (?H[na an-din (?)|
i-na sanâti™ a-na s[arri(?)
[uban ku]nuk sarri^['
sibu 1sa]mas-arru[",0.4874,OK
Hrozny_1949_ArOr17_biblio.PDF,1,"DE BEDRICH HROZNY.')
Par Václav Cihar, Praha.
Ouvrages et articles publiés de 1902 à Juin 1949.
1. Mémoire pour le doctorat ès lettres (dissertation) de I'Université de Vienne:
Südarabische Grafitti, 1901, inédit. A paraitre dans la série des Publications de
Annals of Archaeology and Anthropology
Archives d'Histoire du Droit Oriental
Bulletin de la Société de Linguistique
Comptes Rendus des Séances de l'Académie des Inscriptions et Belles-Lettres
Denkschriften der Akademie der Wissenschaften in Wien
Internationales Archiv für Ethnographie
Journal of the Royal Asiatic Society
Journal of Society of Oriental Research
Mitteilungen der Deutschen Orientgesellschaft
Mitteilungen der Vorderasiatischen Gesellschaft
Orientalistische Literaturzeitung
Quarterly Statement of the Palestine Exploration Fund",BIBLIOGRAPHIE DES TRAVAUX,0.9000,OK
Hrozny_1949_ArOr17_biblio.PDF,1,l'expédition archéologique en Arabie méridionale.,"Archivio Glottologico Italiano
American Journal of Archaeology
Archiv für Orientforschung
Archivum Orientale Pragense
Archiv Orientálni
Beiträge zur Assyriologie
Bibliotheca Orientalis
Boghazköi-Studien
Cesky asopis filologicky
Deutsche Literatur-Zeitung
Indogermanische Forschungen
Illustrated London News
Journal Asiatique
Jaarbericht Ex Oriente Lux
Journal des Savants
Listy filologické
Literarisches Zentralblatt
Le Muséon
Orientalia
Philologische Wochenschrift",0.9000,OK
Morrisondiss.pdf,61,"1 um-ma (m)a-tar-til-la-ma 2) mâr tù-ra-ri, 3) awelu
re'ú 1 en-zu SAL ù4)il-ti-il-tum qa-az-zu 5) 1 ka4-lu-mu
US bu-ra-pu 6) mu-ud-du-su-ba 7) (f)8a-su-r1 8) a3-sa-at
Sa (m)si-il-wa-te-sup 9) i-na mubbi(hi)-ia a8-bu 10) i-na
Satti (ku?)-ni 11) a-na (f)sa-su-ri 12) a-na-an-din 13)
aban (m(d)samas-nasir tup-sar 14) mar a-ki-i-a i5) aban
(m)eh-li-pa-pu 16) mar ur-hi-te-sup 17) aban (m)as-tar-til-
 The statement of Atar-Tilla 2 son of Turari, 3) the
shepherd: 1 female goat 4) once plucked, 5) 1 male weaned
lamb, 6) the allotment 7) of (f)Sasuri 8) the wife of Silwa-
Teup 9) I owe. t0)-In thelyear 11) to (f)Sasuri 12) I
will give. 13-17) Three seals including that of Samas-Nasir
1) tup-pí ti-te-en-nu-ti sa 2) (m)si-la-bi mår si-il-wa-te-
Sup 3) 2 imèr 5 is awehari eqli i-na dimti 4) Sa silli-ia-
we i-na e-le-ni 5) eqli 3a (m)te-hi-pa-a-pu i-na su-pa-al
6) eqli sa (m)pu-ru-ú harrâni sa al a-pe-na-as 7) a-na
sinni-sú ik-ki-is 8) a-na ti-te-en-nu-ti a-na (m)ta-e
9) mâr pu-bi-ia it-tasdin 10) ù (m)ta-e 12 imer δe'âti(mes)
11) i0 ma-na anaki a-na ti-te-en-nu-ti 12) a-na (m)si-la-bi
it-ta-din 13) sum-ma eqlu pa-qi-ra-an-na 14) ir-ta-8i
(m)si-la-hi ú-za-ak-ka-ma 15) a-na (m)ta-e i-na-an-din 16)
im-ma-ti-me-e 12 imér se'i 17) 10 ma-na anàki(mes) 18)
(m)si-la-hi a-na (m)ta-e 19i i-na-an-din Sum-ma eqla ma-a-",the scribe son of Akiia.,0.5100,OK
"TPAK, 1997 Michel, Cecile - Tablettes Paleo-Assyriennes de Kültepe, Vol. 1 (Kt  90-k). 1997.pdf",278,"coût des offrandes destinées à la tombe paternelle ou encore de l'achat d'un emplacement. L. 9 : Le scribe a mis par erreur la marque du pluriel sumérien à l'étoffe.
(1-53-90) Notice personnelle comptable. L'auteur anonyme met en relation de petites quantités d'argent avec différents marchands (3,1x3,9 cm). F. s ma-na 6 GIN 2. Kà-lu-wa-a ma-na Ha-nu 4. 3 GIN A-ta-a-a 3 â GIN In -bi-1UTU 6. 1 GIN Ld-sû-ud 4 GIN En-um-a-sùr Tr.8. 12 GIN R. 1.-1%és-ra-ni 10. 5 GIN , u-da-[n]i'• -ti 2 GIN Ta-ri-ku-da 12. 15 GIN Us-na-ma 4 GIN A-Mr--SIPA 14. 2 GIN E-na -na-tum
1 2 â mine 6 sides : Kaluwâ. 3 z mine : Hanu. 43 sides : Ataya. 5 3 sides : Inbi-Samas. 6 1 side : Lasud. 74 sicls : Ennum-Assur. 8-9 12 sides : Ili-asranni 10 5 sides : Suda[n]iti'. 112 â sicles : Tarikudâ. 12 15 sides : Usnama. i34 sides :Assur ré'i.
NOTES : L. 10 : Copie du nom propre :
La lecture de ce nom propre est incertaine. Le second signe peut aussi être décomposé en GAL + x, l'oblique et le vertical se rattachant au signe suivant.
Une lecture ((É.GAL 1Zm x» n'est pas satisfaisante.
(1-61-90) Notice personnelle comptable. L'auteur anonyme met en _relation de petites quantités de métal' avec différents personnages (2,6x2,8 cm).","213. Kt 90/k, 138",0.6823,OK
"Çig, M. & H. Kizilyay - Eski Babil Devrine Ait Yeni Tarihleri İhtiva Eden Veya Formülleri Eski Tarihlere Varyant Teşkil Eden Beş Tablet. Belleten 26 (101), 1962 1-44.pdf",10,"I4
öy.
I. 20 SAR s§kiri, *giSimmar
2. a,ag bal.ri.a
3. us.sa.du lú-dnin.lil.la
4. giskirig dnanna-ma.an.sum
5. ki dnanna-ma,an.sum
6. dumu Ses.kal.la.ta
7. Iur-dgú.la
8. dumu e.kal.la.ke
9. in.i.in.sam
to. amam til.la.bi.è
II. 6 I/z gín kù.babbar
12. i[n].na[.an.lá]
ay.
13. [ananna-ma.an.sum dumu e.kal.la.ke4]
14. i kirig.bi.[sè]
15. gù.nu.um.gá.gá.a
16. mu lugal.bi in.pàd
17. igi arad-den.lil.la
18. dumu na-bi—den.lil.ke4
19. igi dnanna.me,DC dumu lú-dingir.ra
20. igi lú-dingir.ra dub.sar
21. itu sig4.a
22. mu den.lil-b-ni lugal.e
23. a.ag a.gàr sig(?)
24. [za]g a.ab.ba.c
25. mu.un.ba.al
öy.
I. 20 sarlk hurma bahçesini
2. tarlanin beri tarafinda
3. Lu-Ninlilla'nin komusu
4. Nanna-mansumun bahçesini
5. Sckalla'nn olu
6. Nanna-mansum'dan
7. Sekalla'min olu",MUAZZEZ CIG - HATICE KIZILYAY,0.5137,OK
"Veenhof, Klaas R. - The Old Assyrian List of Year Eponyms from Karum Kanish. TTKY VI 64, 2003.pdf",13,"Sf-lu-lu s. iJ-ku I A-gùr-na-da s. ri-l'f-big-na-ni 56 I I-ku-pl-Igtar s. I-ku-a I Bu-zu-ta-a [s. SU-1]i 57
*98 *99 *100 *101 *102
I-na-a s. A-mu-ra-a [I] is-ta [SAG ku-st-i]m 58 Na-ra-am-S►.i-in [UGU]LA be-lt-ni Is'. Ba-bi4-llim 59[I] s. A-lâ-hi-[im I] rs.' DINGIR-ba-ni 6°  [I] [s. Su-A-gur s. A-la-hi-im 61  [I] s. I-ri-gi-im I s. Ku-da-[nim 62 I]
[Su-Si -in] [A-giffr-ma-lik' [A-gùr-i-mi-ti] [En-n]a-Si -in
*103 *104 *105 *106 *107 *108 *109 *110 *111 *112 *113 *114 *115 *116 *117 *118 *119 *120 *121 *122 *123 *124 *125 *126 *127 *128
1A1-ku-tum
[Ma-s]f-1-If I-df-a-hu-um ' [Sà-ma]-ra' i-lf-a-LIM [En-n]a-ma-nim
1En'-um-Mur [En-na-S16-in Ha-n [a-n] a-ru-um edge 65
[Da-df-a]
[KA-pa-tf-a] [Ig-ma-A-gur [A-gur-mu-ta-pl-il [udM]US [I-df-a-bu-urn]
[I]-li-dan [A-gur-i-mi-tf Bu-zi-a Da-df-a5 Puzur2-Igtar6 [I-sà-a rA bu'-ga!iim
5 The year SamIi-Adad was born (MEC A no. 23).
6 Year of a sun eclipse, na'dur  dama  see J.-M.Durand, Florilegium marianum III (Mémoires de NABU IV, Paris 1997) 42f.",2. THE KÜLTEPE EPONYM LIST 9,0.6612,OK
Innaya_v2.pdf,243,b) coezpéditeur,"178. RA 58-60, 32 179. BIN VI, 72",0.9000,OK
Innaya_v2.pdf,243,"I. Correspondance d 'lnnaya
B. Inna.ya expéditeur","178. RA 58-60, 32",0.9000,OK
"Garelli, Paul - Les Assyriens en Cappadoce (AC). BAH 19, 1963(cut).pdf",172,"Dès la publication des premières tablettes cappadocienncs,
il apparut qu'un organisme jouait un rôle central dans les
activités des Assyriens établis en Asie mineure, le krum.
Le terme est bien attesté dans les tablettes économiques de
basse Mésopotamie, où il désignait primitivement le quai
d'un port, et par extension, le port lui-même, le quartier du
port ou se trouvaient concentrés les bâtiments commerciaux,
finalement le marché. Le mot a suivi, en outre, une double
évolution. Son emploi fut étendu, d'une part aux établisse-
ments similaires de terre ferme, sans liaison avec un trafic
fluvial, et d'autre part, aux associations de marchands elles-
mêmes1. C'est ce double sens qu'a pris le mot krum dans les
tablettes assyriennes de la Cappadoce. Il s'agit à la fois d'un
centre commercial et de l'organisme dirigeant ses activités.
Cependant B. Landsberger avait relevé une particularité
linguistique dans l'emploi du mot krum qui pouvait apporter
une précision intéressante2. Pour désigner le krum d'un
endroit donné, on n'utilisait pas l'état construit, formation
génitivale habituelle en akkadien. On laissait les deux mots
en apposition. On ne disait pas kr Kani «le krum de
Kani , mais k¯rum K xi «Ie k¯rum Kani . B. Landsberger","I. Cf. J. Lewy, Hebr. Un. coll. Ann., 27 (1956), 38, n. 135 ; Jour. Am. Orienl.",0.9000,OK
"Kraus et al - Altbabylonische Briefe vols. 1-14. AbB 1-14, 1967-2005.pdf",864,"5 a-na ab-bi-gu dumu. mes -gu ù dumu. me""s ni-si din gir-gu ig-pu-ru- ma 6 ma-tam ug-ba-a1-ki-tu Id -ma ga-pa-ri-su-ma 7  i ti. 3. k am la-ma ma-
NA b)  ug-ba-la-ak-ka-tu 8  Pzi-im-ri—ba-am-mu d u mu na-ap-su-nu—dda-ra pf-ri-ig-ta-gu 9 ù pf-ri-i""s-ti dumu . mes -su §e-mu-11 10 [i-na] sa-ap-ti-gu ki- a-am ig-ga-ki-in um-ma ""su-ma 11 [g]um-ma a-hi id b u r an u n gu-ul-gu-ul-la- tim la û-ma-al-li 12 ù ka-bu-ut anse . kur. r a m[a-1]a qa-n[é]-ç la uz-zi-iz 13 da-ba-ab-gu an-ni-a-am sa i-na u4 -mi-Bu id-b[u]-bu 14 Pia-di-ri dumu is- si—dda-gan ù 6 erim dumu . me g ba-na-atk' 15  ga da-ba-ba-am an-ni-a- am i-na ga-ap-ti-Bu ig-mu-û 16 a-na zi-im-ri—ba-na-ta u g u 1 a m ar . tu iq- bu-û 17 Pzi-im-ri—ba-na-ta u g u l a  mar. tu da-ba-ba-am su-a-tu 18  a-na dEN.ZU—i-qf-Ba-am sa-pf-ir su-bi'' ub-lam 19 P dEN.zU--i-qf-""sa-am sa-pf-ir su hik' ig-pu-ur 20 Pzi-im-ri—ba-am-mu Bu-a-tu ù gi-bi-gu il-qû-nim 21  is-tu da-ba-bu gu-û i-na pu-ûh-ri ub-ti-ir-ru 22 a-na é dia-ab-li-ia a-na bu-tir-ri il- qû-""su-nu-ti 23 is-tu i-na é dia-ab-li-ia da-ba-ba an-ni-a ti-ki-in-nu 24 a-wi-lum dEN.zU—i-qf-Ba-am a-na ma-as-sa-ar-tim ip qi is sû 25 u 4 -ma-tim i ti . 1. kam i-pa-as-s[11]-m[a a-w]a-tum Bi-na 26 be-li ka-ta û-u[1 ik-§1u-da-nim c)
27 a-[n]a  d)  te-mi-iq L[I] x x x x (eras.) ni-gi 28 P dEN.ZU—i-qf-Ba-am i-na su û se-si su-ma 29 is-tu u 4 -um ti-sû-é i-na 5 u 4 -mi la ma-li-i 30  Pzi-im-ri- ba-am-mu ù ia-si-im—ad-da-gu-nu 31  pa-ni dumu . me ""s zi-im-ri—e-ed-da dumu . me g ni-is dingir -Bu-nu 32  ù erim ab-la-mi-i is-ba-tu-nim-ma ma-tam ug-ta-ad-du-ti 33 ki-ma da-ba-bu an-nu-ti i-na k 6. 1   . ding  i r . raki  (lo.
e.) 34 ma-bar be-li-ia ka-ta i-ti-qû 35  be-li at-ta a-na gu-um-mu-ri-su-n[u]
60. a) The join and the copy have been made by Dr. I. Finkel. I thank him for allowing me to publish the additional piece. b) Mistake for UD, to be read -tam, see von Soden, BiOr 24, 1967, 334b and CAD s.v. nabalkutu 4d. c) Restorations suggested by F.R. Kraus. d) Thus rather than ri.",54 ALTBABYLONISCHE BRIEFE 13,0.9000,OK
"Larsen 1979 - Power and Propaganda. Mesopotamia 7, 1979.pdf",327,"116 sq. où se trouve cité le passage de K. Müller, MVAG, 41/3, 1937, 12, 34: i-na e-sar-te gis PA-ka KUR-ka ra-pi[s]. 29. Voir à ce sujet mon commentaire plus détaillé de La voix de l'opposition en Méso-","26. X, 3: BE iz-bu IG1-sû 1-ma ina SAG.DU-sïi GAR-at KUR ana KI.KAL NIGIN
dU.GUR KU 2'i-/u LUGAL dan-nu ina KUR GÂL-ma KUR û-sa-ah-hir; YOS 10 56, 15: DIS iz-bu-um i-in-su i-na pu-ti-i-su dGÎR.UNU.GAL i-ik-ka-al
LUGAL ki-is-sa-tim i-na ma-tim ib-ba-as si.
27. XXI, 12: [BE iz-bu] KIMIN 2 SAG.DUmes_sû 2 KUN mes_sû GIRmes sû GIM sa
UR.GIRX (KU) SIG SAH GAR KUR NINDA KU LUGAL i-dan-nin; 50': BE
iz-bu KIMIN KISIB.LA UR.MAH GAR LUGAL KAL-ma tig e} KUR û-hal-laq.
Sur sarru dannu voir en outre: III, 1, VII, 126'; XVII, 16'; XXI, 1, 43'; YOS X,
56, 11, 53 et ceux de la n. 26). Dans XIV, 74' un EN KALAG ravage le pays.",0.9000,OK
Marchesi_199_SEL16_2_Lit_texts_Lagas (1).pdf,13,"iv 8: Possibly the same personal name as a-si4-si4 (Pomponio, Prosopografia, 13).
v 5: <The lord (...) in/of? the temen>. Cf. comment to no. 27 vi 4 above.
v 6: <The lord (.) the E.. Cf. comment to no. 27 vi 5 above.
vi 1: Cf. the Fara PN UD-na (Pomponio, Prosopografia, 241).
vi 3: «GANgirak (...)>. For the goddess dGAN-gir, see Selz, Götterwelt, 140-41,
vi 8: <The lord (...) to(ward) Nigen. Cf. comment to no. 27 vii 3 above.
What textual category do Biggs, Al-Hiba 27 and 28 belong to?
This is not an easy question: although structured as lexical lists and including
literary elements, they are certainly neither literary compositions nor lexical texts.
Some entries are, or can be, personal names37 and names of profession38. Others —
such as en kur-ta (è-a), <the lord (who comes/came out) of the mountain> (27 vii 4;
28 iii 8); en tarabx, <lord, wild goat> (28 iv 3); genux gal an-na, «great light of
heaven> (27 v 3); Sidimgalx an-na, <masterbuilder of An> (28 iii 6); ur2-sag gal? an-na,
<great champion of An> (27 vii 2) - are to be understood as divine epithets or titles, or
expressions referring to deities. Most entries, however, are phrases of various types
A remarkable fact is that the greatest majority of the sentences are abbreviated. In
some instances they are reduced to the only ergative subject, which can be either a
noun39 or a noun-phrase40; in others, we have the ergative subject followed by a
direct41 or indirect object42; or by an indirect object plus a direct one43.
a-si-si (28 iv 8), DU.DU.BU.KID (28 i 5), dug4-ga-ni (27 i 3; 28 ii 2), 6-u6-e (27 i 1; 28 i 1: <-e>),
KAL-zid (27 i 4; 28 iii 7), lugal-Sag4'-an-zu (28 iv 4), nir-gál (28 iv 2), UD.UD-na (28 vi 1), dutu-
<d>GAN-gír-ke4 (28 vi 3), íd-nun-né(?) (27ii 3; 28 ii 3), dnin-gír:su(/sú)-ke4 (28 ii 1).
en kisi-ke4 (28 vi 5), en urunx<-né>-ne en-na-nc-ne (27 vii 5), lú zid-dè (27 vi 3; 28 vi 4: <-dè>),
sagga dutu-ke4 (28 iii 4), Sag4-TARan-úr-S€-ke4 (27 v 4; 28 i 7: <-S€-ke4>), Sag4-TAR enim-zid-
en-né É.NUN (27 vi 5; 28 v 6), en-né bé-gál (28 iv 1), sidim-me é-garg a§x (28 iii 2), sidim-me
en-né nibru!ki-ta (28 v 4), en-né nigenxki-se (28 vi 8), sidim-me an-né (28 ii 7), um<-ma> nin-né
me (28 i 6; me stands for *me-e [adessive]). Also see comment to no. 27 i 2 above.","Two Alleged Literary Texts from al-Hiba/Lagas
iv 5: <My sides>(?). Cf. comment to no. 27 vi 2 above.
v 1: Cf. comment to no. 27 iii 5.
v 4: <From (or: There in) Nippur, the lord (...).
vi 4: <The good/upright man (...).
vi 5: <The lord of Ki (..)>.
Interpretation
as well as clauses or sentences.
kur-ra (28 iii 3).
kingal (28i2).
ke4 (27 v 5; 28i8: <-ke4>).
U.gespès gùn(u)-a (27 iv 4).
sidim-me an-néPúgibil(4) (27 iv 5).",0.5495,OK
NABU (missing 1999 no.2).pdf,969,"rupture avec le passé (M. Lambert, RA 66, 68 et F. Vallat, DAFI 8 (1978) 104).",celle d'Anan où il n'y avait qu'un garçon et une fille.,0.9000,OK
